국회의원코드,의원이름(한자),의원이름(한글),경력대수,경력대수코드,의원이력,활동기간
QCI6988T,李載灐,이재형,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.03.01
TLF32067,李丁錫,이정석,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
DCY93694,李鐘根,이종근,제7대,100007,제7대 민주공화당 충북 충주시중원,1967.07.01 ~ 1971.06.30
TN53355N,李重載,이중재,제7대,100007,제7대 신민당 전남 보성군,1969.08.14 ~ 1971.06.30
QW72536P,李珍鎔,이진용,제7대,100007,"제7대 민주공화당 경기 의정부시,양주군",1967.07.01 ~ 1971.03.19
KUX8502U,李賢宰,이현재,제7대,100007,"제7대 민주공화당 전남 광양,구례군",1967.07.01 ~ 1971.05.03
7112593W,李浩範,이호범,제7대,100007,제7대 민주공화당 전남 나주군,1969.02.28 ~ 1971.06.30
7112593W,李浩範,이호범,제7대,100007,제7대 민주공화당 전남 나주군,1967.07.01 ~ 1968.12.11
2B247480,李孝祥,이효상,제7대,100007,"제7대 민주공화당 경북 대구시,남구",1967.07.01 ~ 1971.06.30
TCK26055,林甲守,임갑수,제7대,100007,제7대 신민당 부산 동래구,1967.07.01 ~ 1971.06.30
2OJ1050R,張坰淳,장경순,제7대,100007,제7대 민주공화당 전북 김제군,1967.07.01 ~ 1971.06.30
6A488596,張承台,장승태,제7대,100007,"제7대 민주공화당 강원 영월,정선군",1967.07.01 ~ 1971.06.30
NQQ8609M,張榮淳,장영순,제7대,100007,"제7대 민주공화당 충남 청양,홍성군",1967.07.01 ~ 1971.06.30
UWI2606J,長俊河,장준하,제7대,100007,제7대 신민당 서울 동대문구을,1967.07.01 ~ 1971.06.30
O9P4549S,全烋相,전휴상,제7대,100007,"제7대 민주공화당 전북 진안,무주,장수",1967.07.01 ~ 1971.06.30
WA69539J,鄭幹鎔,정간용,제7대,100007,제7대 민주공화당 전남 완도군,1967.07.01 ~ 1971.06.30
U9942857,鄭求瑛,정구영,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
CXO2156G,丁來正,정래정,제7대,100007,제7대 민주공화당 전남 광주을 ,1967.07.01 ~ 1971.06.30
HFG6145J,鄭相九,정상구,제7대,100007,제7대 신민당 부산 진구갑,1967.07.01 ~ 1971.06.30
3ZY8842T,鄭成太,정성태,제7대,100007,제7대 신민당 전남 광주갑,1967.07.01 ~ 1971.06.30
KDN5814A,鄭雲甲,정운갑,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
Q699375L,鄭一亨,정일형,제7대,100007,제7대 신민당 서울 중구,1967.07.01 ~ 1971.06.30
LLO1003Z,鄭稷來,정직래,제7대,100007,제7대 민주공화당 충북 영동군,1967.07.01 ~ 1971.06.30
WEX28089,鄭鎭東,정진동,제7대,100007,제7대 민주공화당 경북 예천,1967.07.01 ~ 1971.06.30
8TF6180R,鄭泰成,정태성,제7대,100007,제7대 민주공화당 충북 청주,1967.07.01 ~ 1971.06.30
35G1176L,鄭海永,정해영,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
BPU25498,趙尹衡,조윤형,제7대,100007,제7대 신민당 서울 성북구갑,1967.07.01 ~ 1971.06.30
8J552129,曺逸煥,조일환,제7대,100007,"제7대 신민당 경북 대구시,북,서구",1967.07.01 ~ 1971.06.30
ZJB3211N,曺昌大,조창대,제7대,100007,"제7대 민주공화당 경남 진해,창원시",1967.07.01 ~ 1969.08.22
3I17114K,趙漢栢,조한백,제7대,100007,제7대 신민당 서울 성동구갑,1967.07.01 ~ 1971.01.11
VT566119,曺興萬,조흥만,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1969.09.08
D2H3317X,車智澈,차지철,제7대,100007,"제7대 민주공화당 경기 광주,이천",1967.07.01 ~ 1971.06.30
5HF37179,車亨根,차형근,제7대,100007,"제7대 민주공화당 전북 군산시,옥구",1967.07.01 ~ 1971.06.30
HDI20908,崔斗高,최두고,제7대,100007,제7대 민주공화당 부산 진구을,1967.07.01 ~ 1971.06.30
HFQ1835Y,崔奭林,최석림,제7대,100007,"제7대 민주공화당 경남 충무,통영,고성군",1970.05.22 ~ 1971.02.24
HFQ1835Y,崔奭林,최석림,제7대,100007,"제7대 민주공화당 경남 충무,통영,고성군",1967.07.01 ~ 1970.05.01
JDL6609Q,崔榮喜,최영희,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1968.02.28
4WB72353,崔翊圭,최익규,제7대,100007,"제7대 민주공화당 강원 강릉,명주",1967.07.01 ~ 1971.06.30
55Q77773,崔致煥,최치환,제7대,100007,제7대 민주공화당 경남 남해군,1967.07.01 ~ 1971.06.30
KFJ9834X,崔熙松,최희송,제7대,100007,제7대 민주공화당 ,1967.07.01 ~ 1971.06.30
OCW9821N,片鎔浩,편용호,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
Z7864733,韓相駿,한상준,제7대,100007,"제7대 민주공화당 전북 임실군,순창군",1967.07.01 ~ 1971.06.30
HT420083,韓泰日,한태일,제7대,100007,제7대 민주공화당 경남 마산,1967.07.01 ~ 1971.05.04
3HV2016Y,韓通淑,한통숙,제7대,100007,제7대 신민당 ,1967.07.01 ~ 1971.06.30
O6K5681N,玄梧鳳,현오봉,제7대,100007,제7대 민주공화당 제주 남제주군,1967.07.01 ~ 1971.06.30
7G51815E,玄正柱,현정주,제7대,100007,제7대 민주공화당 ,1968.02.29 ~ 1970.06.11
LMW13267,姜根浩,강근호,제8대,100008,"제8대 신민당 전북 군산시,옥구",1971.07.01 ~ 1972.10.17
0QT6563E,姜秉奎,강병규,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
XTL68919,康誠元,강성원,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
TV92718A,姜在邱,강재구,제8대,100008,"제8대 민주공화당 경북 대구시,북구",1971.07.01 ~ 1972.10.17
80Q6788I,姜弼善,강필선,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
J9N26232,高寓鎭,고우진,제8대,100008,제8대 민주공화당 경북 문경,1971.07.01 ~ 1972.10.17
9RI3096S,高在珌,고재필,제8대,100008,"제8대 민주공화당 전남 담양,장성군",1971.07.01 ~ 1972.10.17
EYV9357U,高興門,고흥문,제8대,100008,제8대 신민당 서울 성북구병,1971.07.01 ~ 1972.10.17
S903593H,具泰會,구태회,제8대,100008,"제8대 민주공화당 경남 진주,진양",1971.07.01 ~ 1972.10.17
FPB3364E,權聖基,권성기,제8대,100008,제8대 민주공화당 경북 봉화,1971.07.01 ~ 1972.10.17
F482953I,權五柄,권오병,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
8Y78316C,權逸,권일,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
L7X5327D,權仲敦,권중돈,제8대,100008,제8대 신민당 서울 종로구,1971.07.01 ~ 1972.10.17
OTF93824,吉秉典,길병전,제8대,100008,"제8대 민주공화당 전북 무주,장수군",1971.07.01 ~ 1972.10.17
0A04065B,吉在號,길재호,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1971.10.04
WFD5707I,吉典植,길전식,제8대,100008,제8대 민주공화당 전남 장흥군,1971.07.01 ~ 1972.10.17
5UX47992,金敬仁,김경인,제8대,100008,제8대 신민당 전남 목포,1971.07.01 ~ 1972.10.17
7JU5660T,金杞燮,김기섭,제8대,100008,"제8대 신민당 경남 충무,통영군",1971.07.01 ~ 1972.10.17
UWI4484B,金祿永,김녹영,제8대,100008,제8대 신민당 전남 광주을 ,1971.07.01 ~ 1972.10.17
0WP29701,金大中,김대중,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
K885191J,金柄潤,김병윤,제8대,100008,"제8대 민주공화당 경북 포항시,울릉군",1971.07.01 ~ 1972.10.17
ATK8082V,金鳳煥,김봉환,제8대,100008,"제8대 민주공화당 경북 군위,선산",1971.07.01 ~ 1972.10.17
DX94642R,金尙年,김상년,제8대,100008,제8대 민주공화당 경북 의성군,1971.07.01 ~ 1972.10.17
3DE2708Z,金尙榮,김상영,제8대,100008,제8대 민주공화당 전남 여수,1971.07.01 ~ 1972.10.17
CR49096M,金相鎭,김상진,제8대,100008,제8대 신민당 부산 영도구,1971.07.01 ~ 1972.10.17
JJ64316E,金相賢,김상현,제8대,100008,제8대 신민당 서울 서대문구을,1971.07.01 ~ 1972.10.17
FCE8204Q,金成坤,김성곤,제8대,100008,"제8대 민주공화당 경북 달성,고령군",1971.07.01 ~ 1971.10.04
JNO7294Q,金聖斗,김성두,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
7EN6507R,金世培,김세배,제8대,100008,제8대 민주공화당 충남 아산,1971.07.01 ~ 1972.10.17
ND28358S,金守漢,김수한,제8대,100008,제8대 신민당 서울 영등포구을,1971.07.01 ~ 1972.10.17
GXQ4475V,金淑鉉,김숙현,제8대,100008,제8대 민주공화당 경기 인천시병,1971.07.01 ~ 1972.10.17
D3A17030,金承穆,김승목,제8대,100008,제8대 신민당 부산 동구,1971.07.01 ~ 1972.10.17
QIK59932,金永昞,김영병,제8대,100008,제8대 민주공화당 경남 김해,1971.07.01 ~ 1972.10.17
PB86833Y,金泳三,김영삼,제8대,100008,제8대 신민당 부산 서구,1971.07.01 ~ 1972.10.17
VIP83289,金玉子,김옥자,제8대,100008,제8대 민주공화당 ,1971.10.21 ~ 1972.10.17
BXL15030,金龍星,김용성,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
BBS5382L,金龍泰,김용태,제8대,100008,제8대 민주공화당 충남 대전을,1971.07.01 ~ 1972.10.17
18B27173,金龍鎬,김용호,제8대,100008,제8대 민주공화당 강원 원주시원성군,1971.07.01 ~ 1972.10.17
6W47398I,金元萬,김원만,제8대,100008,제8대 신민당 서울 용산구,1971.07.01 ~ 1972.10.17
QVM2127M,金元泰,김원태,제8대,100008,제8대 민주공화당 충북 괴산군,1971.07.01 ~ 1972.10.17
3RK7299O,金裕琸,김유탁,제8대,100008,제8대 민주공화당 경기 고양,1971.07.01 ~ 1972.10.17
L0D6699O,金胤德,김윤덕,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
1VS9671T,金殷夏,김은하,제8대,100008,제8대 신민당 경기 인천시을,1971.07.01 ~ 1972.10.17
IAJ7601G,金應柱,김응주,제8대,100008,제8대 신민당 부산 중구,1971.07.01 ~ 1972.10.17
QHN2542J,金義澤,김의택,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
C016983U,金貳權,김이권,제8대,100008,제8대 신민당 경남 창녕,1971.07.01 ~ 1972.10.17
UH71200L,金仁,김인,제8대,100008,제8대 민주공화당 경북 상주,1971.07.01 ~ 1972.10.17
XJ268659,金任植,김임식,제8대,100008,제8대 민주공화당 부산 진구갑,1971.07.01 ~ 1972.10.17
DSL4089Q,金在光,김재광,제8대,100008,제8대 신민당 서울 서대문구갑,1971.07.01 ~ 1972.10.17
NPZ9074T,金在淳,김재순,제8대,100008,"제8대 민주공화당 강원 철원,화천,양구",1971.07.01 ~ 1972.10.17
XJ74722J,金在春,김재춘,제8대,100008,"제8대 민중당 경기 김포,강화",1971.07.01 ~ 1972.10.17
8OG5201Z,金載華,김재화,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
DRO4430Z,金正斗,김정두,제8대,100008,"제8대 신민당 경북 대구시,동구",1971.07.01 ~ 1972.10.17
WA756150,金濟源,김제원,제8대,100008,"제8대 민주공화당 충남 대덕,연기군",1971.07.01 ~ 1972.10.17
G5G1465T,金鍾翊,김종익,제8대,100008,제8대 민주공화당 충남 부여군,1971.07.01 ~ 1972.10.17
A3067041,金種哲,김종철,제8대,100008,"제8대 민주공화당 충남 천안,천원군",1971.07.01 ~ 1972.10.17
PAR7137B,金鍾泌,김종필,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
DN045207,金俊燮,김준섭,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
0096688W,金重泰,김중태,제8대,100008,제8대 민주공화당 전남 여천,1971.07.01 ~ 1972.10.17
4CS27498,金振晩,김진만,제8대,100008,제8대 민주공화당 강원 삼척군,1971.07.01 ~ 1972.10.17
VX862398,金昌槿,김창근,제8대,100008,제8대 민주공화당 경북 영주,1971.07.01 ~ 1972.10.17
SV53322F,金昌煥,김창환,제8대,100008,"제8대 신민당 경북 성주,칠곡군",1971.07.01 ~ 1972.10.17
C4L8202L,金漢洙,김한수,제8대,100008,제8대 신민당 충남 논산,1971.07.01 ~ 1972.10.17
4K22052J,金顯基,김현기,제8대,100008,"제8대 신민당 전북 이리시,익산군",1971.07.01 ~ 1972.10.17
S1A50186,金賢淑,김현숙,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
5MA89686,金炯旭,김형욱,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
PA35164W,金炯一,김형일,제8대,100008,제8대 신민당 경기 화성,1971.07.01 ~ 1972.10.17
EBP5346U,金弘壹,김홍일,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
S1380205,羅碩昊,나석호,제8대,100008,제8대 신민당 전남 나주,1971.07.01 ~ 1972.10.17
K4O32890,盧承煥,노승환,제8대,100008,제8대 신민당 서울 마포구,1971.07.01 ~ 1972.10.17
KPC8532G,努璡煥,노진환,제8대,100008,제8대 민주공화당 ,1972.01.29 ~ 1972.10.17
CPD8758L,柳甲鍾,류갑종,제8대,100008,제8대 신민당 전북 정읍,1971.07.01 ~ 1972.10.17
H1I9867H,毛允淑,모윤숙,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
DR66730Q,文昌鐸,문창탁,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
7KC1599Z,文太俊,문태준,제8대,100008,"제8대 민주공화당 경북 청송,영덕",1971.07.01 ~ 1972.10.17
YN58680J,文亨泰,문형태,제8대,100008,"제8대 민주공화당 전남 곡성,화순군",1971.07.01 ~ 1972.10.17
VEL92627,閔機植,민기식,제8대,100008,제8대 민주공화당 충북 청원군,1971.07.01 ~ 1972.10.17
NBP98519,閔丙權,민병권,제8대,100008,"제8대 민주공화당 경남 함양,거창군",1971.07.01 ~ 1972.10.17
T457000V,朴命根,박명근,제8대,100008,제8대 민주공화당 경기 파주,1971.07.01 ~ 1972.10.17
XQI3226N,朴炳培,박병배,제8대,100008,제8대 신민당 충남 대전시갑,1971.07.01 ~ 1972.10.17
RWU6006H,朴性浩,박성호,제8대,100008,제8대 민주공화당 충남 금산군,1971.07.01 ~ 1972.10.17
AMI95369,朴淑鉉,박숙현,제8대,100008,제8대 민주공화당 경북 청도군,1971.07.01 ~ 1972.10.17
E2Q6946K,朴升圭,박승규,제8대,100008,제8대 민주공화당 충남 서산시,1971.07.01 ~ 1972.10.17
L7S1608E,朴一,박일,제8대,100008,제8대 신민당 경남 밀양,1971.07.01 ~ 1972.10.17
JGT1723Y,朴鍾律,박종율,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
0K233967,朴鍾軫,박종진,제8대,100008,제8대 민주공화당 전남 영광,1971.07.01 ~ 1972.10.17
QHJ1904L,朴浚圭,박준규,제8대,100008,"제8대 민주공화당 경북 달성,고령군",1971.12.14 ~ 1972.10.17
O0698598,朴準浩,박준호,제8대,100008,"제8대 민주공화당 전남 광양시,구례군",1971.07.01 ~ 1972.10.17
0UO5760D,朴澈,박철,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
IF61111C,朴泰元,박태원,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
D4D6998Z,朴漢相,박한상,제8대,100008,제8대 신민당 서울 영등포구병,1971.07.01 ~ 1972.10.17
RR42520R,朴海充,박해충,제8대,100008,제8대 신민당 경북 안동,1971.07.01 ~ 1972.10.17
TNS31153,百南檍,백남억,제8대,100008,제8대 민주공화당 경북 김천시금릉,1971.07.01 ~ 1972.10.17
QU56886G,百斗鎭,백두진,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
XWY90381,徐範錫,서범석,제8대,100008,제8대 신민당 서울 성북구을,1971.07.01 ~ 1972.10.17
JGC5964P,徐相燐,서상린,제8대,100008,"제8대 민주공화당 경기 용인,안성",1971.07.01 ~ 1972.10.17
4Q82914S,孫在馨,손재형,제8대,100008,제8대 민주공화당 전남 진도,1971.07.01 ~ 1972.10.17
NMS88588,宋元英,송원영,제8대,100008,제8대 신민당 서울 동대문구갑,1971.07.01 ~ 1972.10.17
G5H2099L,申光淳,신광순,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
MW81180N,辛道煥,신도환,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
67D5923S,申東寬,신동관,제8대,100008,제8대 민주공화당 경남 남해군,1971.07.01 ~ 1972.10.17
5637263F,辛相佑,신상우,제8대,100008,"제8대 신민당 경남 양산,동래군",1971.07.01 ~ 1972.10.17
OS91397X,申鎭旭,신진욱,제8대,100008,"제8대 신민당 경북 대구시,남구",1971.07.01 ~ 1972.10.17
4BC2508K,申泂植,신형식,제8대,100008,제8대 민주공화당 전남 고흥군,1971.07.01 ~ 1972.10.17
7H22513T,沈鳳燮,심봉섭,제8대,100008,"제8대 신민당 경북 경주,월성군",1971.07.01 ~ 1972.10.17
7ZS40934,梁一東,양일동,제8대,100008,제8대 신민당 서울 성동구갑,1971.07.01 ~ 1972.10.17
BX96041G,楊燦宇,양찬우,제8대,100008,제8대 민주공화당 부산 동래구갑,1971.07.01 ~ 1972.10.17
0KQ92736,梁海焌,양해준,제8대,100008,제8대 신민당 전북 남원,1971.07.01 ~ 1972.10.17
B8388895,嚴基杓,엄기표,제8대,100008,제8대 민주공화당 경남 하동,1971.07.01 ~ 1972.10.17
UTL76680,吳世應,오세응,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
WFP9101C,吳俊碩,오준석,제8대,100008,"제8대 민주공화당 경북 영양,울진군",1971.07.01 ~ 1972.10.17
BDL92896,吳重烈,오중열,제8대,100008,제8대 민주공화당 전남 광산,1971.07.01 ~ 1972.10.17
A3M1546A,吳致成,오치성,제8대,100008,"제8대 민주공화당 경기 연천,포천,가평군",1971.07.01 ~ 1972.10.17
M584072W,吳學鎭,오학진,제8대,100008,"제8대 민주공화당 경기 부천시,옹진군",1971.07.01 ~ 1972.10.17
5RV1702B,吳洪錫,오홍석,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
V7K7900L,柳琦諪,유기정,제8대,100008,제8대 민주공화당 전북 완주군,1971.07.01 ~ 1972.10.17
P2J2744N,劉鳳榮,유봉영,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
PMU9670G,劉聖範,유성범,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
4QG8322V,柳承源,유승원,제8대,100008,제8대 민주공화당 경기 인천시갑,1971.07.01 ~ 1972.10.17
BZC2787S,劉沃祐,유옥우,제8대,100008,제8대 신민당 서울 동대문구을,1971.07.01 ~ 1972.10.17
WJ14945U,柳濟然,유제연,제8대,100008,제8대 신민당 충남 당진군,1971.07.01 ~ 1972.10.17
T7T8359U,柳珍山,유진산,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
MT56949U,柳靑,유청,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
VKN9171V,陸寅修,육인수,제8대,100008,"제8대 민주공화당 충북 보은,옥천군",1971.07.01 ~ 1972.10.17
HBO3666Q,尹吉重,윤길중,제8대,100008,제8대 신민당 서울 영등포구정,1971.07.01 ~ 1972.10.17
4QT48365,尹仁植,윤인식,제8대,100008,제8대 민주공화당 전남 함평군,1971.07.01 ~ 1972.10.17
CSB5720Q,尹在明,윤재명,제8대,100008,"제8대 민주공화당 전남 영암,강진군",1971.07.01 ~ 1972.10.17
J2O5434U,尹濟述,윤제술,제8대,100008,제8대 신민당 서울 서대문구병,1971.07.01 ~ 1972.10.17
TYE9536D,李敎善,이교선,제8대,100008,"제8대 민주공화당 강원 홍천,인제군",1971.07.01 ~ 1972.10.17
7Q05452E,李基澤,이기택,제8대,100008,제8대 신민당 부산 동래구을,1971.07.01 ~ 1972.10.17
S3C6715N,李大雨,이대우,제8대,100008,제8대 신민당 ,1971.07.01 ~ 1972.10.17
4QJ8677M,李道先,이도선,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
QAG4768Q,李東元,이동원,제8대,100008,제8대 민주공화당 ,1971.07.01 ~ 1972.10.17
U4Z83433,李炳玉,이병옥,제8대,100008,제8대 민주공화당 전북 부안군,1971.07.01 ~ 1972.10.17
5416189B,李炳主,이병주,제8대,100008,제8대 민주공화당 충남 공주,1971.07.01 ~ 1972.10.17
9VF7142D,李秉禧,이병희,제8대,100008,제8대 민주공화당 경기 수원,1971.07.01 ~ 1972.10.17
