MONA_CD,HJ_NM,HG_NM,PROFILE_UNIT_NM,PROFILE_UNIT_CD,PROFILE_SJ,FRTO_DATE
MSY7784L,尹相現,윤상현,제20대,100020.0,제20대 외교통일위원회,2016.06.13 ~ 2018.05.29
MSY7784L,尹相現,윤상현,제19대,100019.0,제19대 외교통일위원회,2014.06.24 ~ 2016.05.29
MSY7784L,尹相現,윤상현,제19대,100019.0,제19대 국회운영위원회,2013.06.03 ~ 2014.05.29
MSY7784L,尹相現,윤상현,제19대,100019.0,제19대 외교통일위원회,2013.03.22 ~ 2014.05.29
MSY7784L,尹相現,윤상현,제19대,100019.0,제19대 정보위원회,2012.07.09 ~ 2013.06.04
MSY7784L,尹相現,윤상현,제19대,100019.0,제19대 외교통상통일위원회,2012.07.09 ~ 2013.03.21
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 외교통상통일위원회,2010.06.08 ~ 2012.05.29
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 천안함 침몰사건 진상조사특별위원회,2010.05.12 ~ 2010.06.27
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 예산결산특별위원회,2009.07.09 ~ 2010.05.29
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 외교통상통일위원회,2008.08.26 ~ 2010.05.29
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 미국산쇠고기수입위생조건개정관련한·미기술협의의과정등실태규명국정조사특별위원회,2008.07.14 ~ 2008.09.05
MSY7784L,尹相現,윤상현,제18대,100018.0,제18대 국회법및국회상임위원회위원정수에관한규칙개정특별위원회,2008.07.14 ~ 2008.07.21
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 정무위원회,2022.07.22 ~ 
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 교육위원회,2021.12.22 ~ 2022.05.29
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 외교통일위원회,2021.11.19 ~ 2021.12.22
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 교육위원회,2021.06.25 ~ 2021.11.19
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 행정안전위원회,2021.06.22 ~ 2021.06.25
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 국회운영위원회,2021.04.29 ~ 2022.04.07
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 중앙선거관리위원회 위원(조병현·조성대) 선출에 관한 인사청문특별위원회,2020.09.11 ~ 2021.01.08
KFS1358P,尹永德,윤영덕,제21대,100021.0,제21대 교육위원회,2020.06.15 ~ 2021.06.22
9VR65006,尹永碩,윤영석,제21대,100021.0,제21대 기획재정위원회,2022.07.22 ~ 
9VR65006,尹永碩,윤영석,제21대,100021.0,제21대 예산결산특별위원회,2021.07.02 ~ 2022.05.29
9VR65006,尹永碩,윤영석,제21대,100021.0,제21대 산업통상자원중소벤처기업위원회,2020.07.06 ~ 2022.05.29
9VR65006,尹永碩,윤영석,제21대,100021.0,제21대 외교통일위원회,2020.06.15 ~ 2020.07.06
9VR65006,尹永碩,윤영석,제20대,100020.0,제20대 예산결산특별위원회,2020.03.10 ~ 2020.05.29
9VR65006,尹永碩,윤영석,제20대,100020.0,제20대 기획재정위원회,2018.07.16 ~ 2020.05.29
9VR65006,尹永碩,윤영석,제20대,100020.0,제20대 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회,2017.12.15 ~ 2017.12.29
9VR65006,尹永碩,윤영석,제20대,100020.0,제20대 미래일자리 특별위원회,2016.07.13 ~ 2016.09.13
9VR65006,尹永碩,윤영석,제20대,100020.0,제20대 외교통일위원회,2016.06.13 ~ 2018.05.29
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 중앙선거관리위원회 위원(김태현) 선출에 관한 인사청문특별위원회,2015.10.01 ~ 2015.11.12
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 국무총리(이완구) 임명동의에 관한 인사청문특별위원회,2015.01.28 ~ 2015.02.16
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 안전행정위원회,2014.06.24 ~ 2016.05.29
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 예산결산특별위원회,2014.06.24 ~ 2015.05.29
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 국회운영위원회,2014.06.24 ~ 2015.02.12
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 통상관계대책 특별위원회,2014.02.14 ~ 2014.06.30
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 산업통상자원위원회,2013.06.04 ~ 2014.05.29
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 안전행정위원회,2013.06.04 ~ 2013.06.04
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 산업통상자원위원회,2013.03.22 ~ 2013.06.04
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 남북관계 발전 특별위원회,2012.08.01 ~ 2012.12.31
9VR65006,尹永碩,윤영석,제19대,100019.0,제19대 지식경제위원회,2012.07.09 ~ 2013.03.21
XWX1513T,尹永燦,윤영찬,제21대,100021.0,제21대 과학기술정보방송통신위원회,2022.07.22 ~ 
XWX1513T,尹永燦,윤영찬,제21대,100021.0,제21대 과학기술정보방송통신위원회,2020.06.15 ~ 2022.05.29
XWX1513T,尹永燦,윤영찬,제21대,100021.0,제21대 예산결산특별위원회,2020.06.15 ~ 2021.05.29
SE233396,尹才鉀,윤재갑,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 
SE233396,尹才鉀,윤재갑,제21대,100021.0,제21대 농림축산식품해양수산위원회,2022.07.22 ~ 
SE233396,尹才鉀,윤재갑,제21대,100021.0,제21대 농림축산식품해양수산위원회,2020.06.15 ~ 2022.05.29
ZRF3039U,尹在玉,윤재옥,제21대,100021.0,제21대 외교통일위원회,2022.07.22 ~ 
ZRF3039U,尹在玉,윤재옥,제21대,100021.0,제21대 정무위원회,2020.07.06 ~ 2022.05.29
ZRF3039U,尹在玉,윤재옥,제21대,100021.0,제21대 환경노동위원회,2020.06.29 ~ 2020.07.06
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 예산결산특별위원회,2019.10.07 ~ 2020.05.29
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 예산결산특별위원회,2019.08.05 ~ 2019.08.21
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 윤리특별위원회,2018.10.18 ~ 2019.06.30
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 행정안전위원회,2018.07.16 ~ 2020.05.29
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 국회운영위원회,2018.07.16 ~ 2018.12.31
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 국회운영위원회,2017.12.19 ~ 2018.05.29
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 행정안전위원회,2017.07.26 ~ 2018.05.29
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 헌법개정 특별위원회,2017.01.03 ~ 2017.12.31
ZRF3039U,尹在玉,윤재옥,제20대,100020.0,제20대 안전행정위원회,2016.06.13 ~ 2017.07.25
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 예산결산특별위원회,2015.06.18 ~ 2016.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 교육문화체육관광위원회,2014.06.24 ~ 2016.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 세월호 침몰사고의 진상 규명을 위한 국정조사특별위원회,2014.05.30 ~ 2014.08.30
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 세월호 침몰사고의 진상 규명을 위한 국정조사특별위원회,2014.05.26 ~ 2014.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 국가정보원 댓글 의혹 사건 등의 진상규명을 위한 국정조사특별위원회,2013.06.28 ~ 2013.08.23
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 국회운영위원회,2013.06.03 ~ 2014.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 안전행정위원회,2013.03.22 ~ 2014.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 아동·여성대상 성폭력 대책 특별위원회,2012.09.13 ~ 2012.12.09
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 헌법재판소 재판관(강일원·김이수·안창호) 선출에 관한 인사청문특별위원회,2012.09.04 ~ 2012.09.19
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 학교폭력대책 특별위원회,2012.08.01 ~ 2012.12.31
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 정보위원회,2012.07.09 ~ 2014.05.29
ZRF3039U,尹在玉,윤재옥,제19대,100019.0,제19대 행정안전위원회,2012.07.09 ~ 2013.03.21
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 2022.07.26
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 정무위원회,2022.07.22 ~ 
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 정무위원회,2021.05.04 ~ 2022.05.29
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 예산결산특별위원회,2020.07.06 ~ 2021.05.29
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 국방위원회,2020.07.06 ~ 2021.05.04
ZDP5704Q,尹柱卿,윤주경,제21대,100021.0,제21대 정무위원회,2020.06.29 ~ 2020.07.06
JC14718Q,尹準炳,윤준병,제21대,100021.0,제21대 농림축산식품해양수산위원회,2022.07.22 ~ 
JC14718Q,尹準炳,윤준병,제21대,100021.0,제21대 환경노동위원회,2020.06.15 ~ 2022.05.29
JC14718Q,尹準炳,윤준병,제21대,100021.0,제21대 예산결산특별위원회,2020.06.15 ~ 2021.05.29
40E3739H,尹暢賢,윤창현,제21대,100021.0,제21대 연금개혁특별위원회,2022.08.02 ~ 
40E3739H,尹暢賢,윤창현,제21대,100021.0,제21대 예산결산특별위원회,2022.07.22 ~ 2022.07.26
40E3739H,尹暢賢,윤창현,제21대,100021.0,제21대 정무위원회,2022.07.22 ~ 
40E3739H,尹暢賢,윤창현,제21대,100021.0,제21대 민생경제안정특별위원회,2022.07.21 ~ 
40E3739H,尹暢賢,윤창현,제21대,100021.0,제21대 정무위원회,2020.06.29 ~ 2022.05.29
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 정무위원회,2022.07.22 ~ 
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 법제사법위원회,2022.04.28 ~ 2022.05.29
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 국방위원회,2022.04.18 ~ 2022.04.28
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 대법관(오경미) 임명동의에 관한 인사청문특별위원회,2021.09.02 ~ 2021.09.16
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 법제사법위원회,2020.07.06 ~ 2022.04.18
8X15119P,尹漢洪,윤한홍,제21대,100021.0,제21대 정무위원회,2020.06.29 ~ 2020.07.06
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 사법개혁 특별위원회,2018.10.18 ~ 2019.07.25
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 헌법재판소장(유남석) 임명동의에 관한 인사청문특별위원회,2018.09.07 ~ 2018.09.20
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 산업통상자원중소벤처기업위원회,2018.07.16 ~ 2020.05.29
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 산업통상자원중소벤처기업위원회,2017.07.26 ~ 2018.05.29
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 지방재정·분권 특별위원회,2016.07.13 ~ 2017.06.30
8X15119P,尹漢洪,윤한홍,제20대,100020.0,제20대 산업통상자원위원회,2016.06.13 ~ 2017.07.25
M0A1658U,尹昊重,윤호중,제21대,100021.0,제21대 외교통일위원회,2022.07.22 ~ 
M0A1658U,尹昊重,윤호중,제21대,100021.0,제21대 국방위원회,2021.08.25 ~ 2022.05.29
M0A1658U,尹昊重,윤호중,제21대,100021.0,제21대 국회운영위원회,2021.04.29 ~ 2022.04.07
M0A1658U,尹昊重,윤호중,제21대,100021.0,제21대 정보위원회,2021.04.27 ~ 2022.03.30
M0A1658U,尹昊重,윤호중,제21대,100021.0,제21대 법제사법위원회,2020.06.15 ~ 2021.08.25
M0A1658U,尹昊重,윤호중,제20대,100020.0,제20대 국토교통위원회,2018.09.28 ~ 2020.05.29
M0A1658U,尹昊重,윤호중,제20대,100020.0,제20대 환경노동위원회,2018.07.16 ~ 2018.09.28
M0A1658U,尹昊重,윤호중,제20대,100020.0,제20대 예산결산특별위원회,2018.07.16 ~ 2018.09.10
M0A1658U,尹昊重,윤호중,제20대,100020.0,제20대 기획재정위원회,2016.06.13 ~ 2018.05.29
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 평창동계올림픽 및 국제경기대회지원 특별위원회,2015.11.04 ~ 2015.12.31
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 서민주거복지 특별위원회,2015.09.03 ~ 2015.12.31
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 서민주거복지 특별위원회,2015.01.14 ~ 2015.06.30
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 기획재정위원회,2014.06.24 ~ 2016.05.29
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 중앙선거관리위원회 위원(김용호·이상환) 선출에 관한 인사청문특별위원회,2014.02.19 ~ 2014.02.28
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 예산결산특별위원회,2013.08.06 ~ 2014.05.29
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 평창동계올림픽 및 국제경기대회지원 특별위원회,2013.04.08 ~ 2015.06.30
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 평창동계올림픽 및 국제경기대회지원 특별위원회,2012.08.01 ~ 2012.12.31
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 기획재정위원회,2012.07.09 ~ 2014.05.29
M0A1658U,尹昊重,윤호중,제19대,100019.0,제19대 예산결산특별위원회,2012.07.09 ~ 2012.08.01
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 통일외교통상위원회,2008.05.09 ~ 2008.05.29
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 정치관계법특별위원회,2007.07.03 ~ 2008.03.31
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 행정자치위원회,2007.04.16 ~ 2008.05.09
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 국회운영위원회,2007.04.16 ~ 2007.07.02
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 예산결산특별위원회,2006.06.20 ~ 2007.05.29
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 여성가족위원회,2006.06.20 ~ 2007.04.16
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 보건복지위원회,2006.06.20 ~ 2007.04.16
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 건설교통위원회,2006.02.13 ~ 2006.05.29
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 통일외교통상위원회,2006.01.31 ~ 2006.02.13
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 중국의고구려사왜곡대책특별위원회,2004.12.14 ~ 2005.12.31
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 건설교통위원회,2004.07.05 ~ 2006.01.31
M0A1658U,尹昊重,윤호중,제17대,100017.0,제17대 이라크내테러집단에의한한국인피살사건관련진상조사특별위원회,2004.06.30 ~ 2004.08.04
O7R5461J,尹厚德,윤후덕,제21대,100021.0,제21대 국방위원회,2022.07.22 ~ 
O7R5461J,尹厚德,윤후덕,제21대,100021.0,제21대 기획재정위원회,2020.06.15 ~ 2022.05.29
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 국회운영위원회,2019.11.07 ~ 2020.05.29
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 예산결산특별위원회,2019.07.05 ~ 2019.08.21
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 기획재정위원회,2019.04.02 ~ 2020.05.29
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 외교통일위원회,2019.03.20 ~ 2019.04.02
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 남북경제협력 특별위원회,2018.10.18 ~ 2019.06.30
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 예산결산특별위원회,2018.09.28 ~ 2019.05.29
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 헌법재판소 재판관 선출에 관한 인사청문특별위원회,2018.09.06 ~ 2018.10.17
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 기획재정위원회,2018.07.16 ~ 2019.03.20
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 예산결산특별위원회,2017.05.30 ~ 2018.05.29
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 국무총리(이낙연) 임명동의에 관한 인사청문특별위원회,2017.05.16 ~ 2017.05.31
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 대법관(김재형) 임명동의에 관한 인사청문특별위원회,2016.08.11 ~ 2016.09.02
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 남북관계개선 특별위원회,2016.07.13 ~ 2017.06.30
O7R5461J,尹厚德,윤후덕,제20대,100020.0,제20대 국토교통위원회,2016.06.13 ~ 2018.05.29
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 군 인권개선 및 병영문화혁신 특별위원회,2014.11.07 ~ 2015.07.31
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 국방위원회,2014.06.24 ~ 2016.05.29
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 예산결산특별위원회,2014.06.24 ~ 2015.05.29
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 국회운영위원회,2014.06.24 ~ 2014.08.25
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 정치개혁 특별위원회,2014.02.04 ~ 2014.02.28
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 정치개혁 특별위원회,2013.12.12 ~ 2014.01.31
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 남북관계발전 특별위원회,2013.06.28 ~ 2013.12.31
O7R5461J,尹厚德,윤후덕,제19대,100019.0,제19대 국토교통위원회,2013.03.22 ~ 2014.05.29
