국회의원코드,구분,의원이름(한자),구분코드,의원이름(한글),경력대수,경력대수코드,위원회 경력,활동기간
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 재무위원회,1972.09.26 ~ 1972.10.17
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 보건사회위원회,1972.09.18 ~ 1972.09.26
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 재무위원회,1971.12.02 ~ 1972.09.18
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 보건사회위원회,1971.11.27 ~ 1971.12.02
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
B8388895,위원회 경력,嚴基杓,P13,엄기표,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1971.11.27
UTL76680,위원회 경력,吳世應,P13,오세응,제8대,100008,제8대 외무위원회,1972.01.25 ~ 1972.10.17
UTL76680,위원회 경력,吳世應,P13,오세응,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
UTL76680,위원회 경력,吳世應,P13,오세응,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.01.25
WFP9101C,위원회 경력,吳俊碩,P13,오준석,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.10.17
BDL92896,위원회 경력,吳重烈,P13,오중열,제8대,100008,제8대 상공위원회,1972.09.18 ~ 1972.09.18
BDL92896,위원회 경력,吳重烈,P13,오중열,제8대,100008,제8대 경제과학위원회,1972.09.09 ~ 1972.09.18
BDL92896,위원회 경력,吳重烈,P13,오중열,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
BDL92896,위원회 경력,吳重烈,P13,오중열,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
BDL92896,위원회 경력,吳重烈,P13,오중열,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.09.13
A3M1546A,위원회 경력,吳致成,P13,오치성,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
M584072W,위원회 경력,吳學鎭,P13,오학진,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
5RV1702B,위원회 경력,吳洪錫,P13,오홍석,제8대,100008,제8대 국회운영위원회,1972.08.30 ~ 1972.10.17
5RV1702B,위원회 경력,吳洪錫,P13,오홍석,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
V7K7900L,위원회 경력,柳琦諪,P13,유기정,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
V7K7900L,위원회 경력,柳琦諪,P13,유기정,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
P2J2744N,위원회 경력,劉鳳榮,P13,유봉영,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
PMU9670G,위원회 경력,劉聖範,P13,유성범,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
4QG8322V,위원회 경력,柳承源,P13,유승원,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
4QG8322V,위원회 경력,柳承源,P13,유승원,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
BZC2787S,위원회 경력,劉沃祐,P13,유옥우,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
BZC2787S,위원회 경력,劉沃祐,P13,유옥우,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
WJ14945U,위원회 경력,柳濟然,P13,유제연,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
T7T8359U,위원회 경력,柳珍山,P13,유진산,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.10.17
MT56949U,위원회 경력,柳靑,P13,유청,제8대,100008,제8대 재무위원회,1972.08.12 ~ 1972.10.17
MT56949U,위원회 경력,柳靑,P13,유청,제8대,100008,제8대 경제과학위원회,1972.07.31 ~ 1972.08.12
MT56949U,위원회 경력,柳靑,P13,유청,제8대,100008,제8대 건설위원회,1972.07.27 ~ 1972.07.31
MT56949U,위원회 경력,柳靑,P13,유청,제8대,100008,제8대 재무위원회,1971.11.30 ~ 1972.07.27
MT56949U,위원회 경력,柳靑,P13,유청,제8대,100008,제8대 재무위원회,1971.07.28 ~ 
VKN9171V,위원회 경력,陸寅修,P13,육인수,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
HBO3666Q,위원회 경력,尹吉重,P13,윤길중,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
4QT48365,위원회 경력,尹仁植,P13,윤인식,제8대,100008,제8대 내무위원회,1972.09.26 ~ 1972.10.17
4QT48365,위원회 경력,尹仁植,P13,윤인식,제8대,100008,제8대 교통체신위원회,1972.09.18 ~ 1972.09.26
4QT48365,위원회 경력,尹仁植,P13,윤인식,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
4QT48365,위원회 경력,尹仁植,P13,윤인식,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.09.18
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 건설위원회,1971.12.02 ~ 1972.10.17
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 교통체신위원회,1971.11.27 ~ 1971.12.02
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 건설위원회,1971.10.15 ~ 1971.11.27
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 농림위원회,1971.09.30 ~ 1971.10.15
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1971.09.30
CSB5720Q,위원회 경력,尹在明,P13,윤재명,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
J2O5434U,위원회 경력,尹濟述,P13,윤제술,제8대,100008,제8대 문교공보위원회,1972.04.03 ~ 1972.10.17
J2O5434U,위원회 경력,尹濟述,P13,윤제술,제8대,100008,제8대 외무위원회,1972.03.13 ~ 1972.04.03
J2O5434U,위원회 경력,尹濟述,P13,윤제술,제8대,100008,제8대 문교공보위원회,1971.10.27 ~ 1972.03.13
J2O5434U,위원회 경력,尹濟述,P13,윤제술,제8대,100008,제8대 농림위원회,1971.10.22 ~ 1971.10.27
J2O5434U,위원회 경력,尹濟述,P13,윤제술,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1971.10.22
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 건설위원회,1972.09.26 ~ 1972.10.17
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 외무위원회,1972.09.18 ~ 1972.09.26
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 건설위원회,1971.12.02 ~ 1972.09.18
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 외무위원회,1971.11.27 ~ 1971.12.02
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 법제사법위원회,1971.10.22 ~ 1971.10.28
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.10.22
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1971.10.22
TYE9536D,위원회 경력,李敎善,P13,이교선,제8대,100008,제8대 건설위원회,1971.02.28 ~ 1971.11.27
7Q05452E,위원회 경력,李基澤,P13,이기택,제8대,100008,제8대 교통체신위원회,1971.12.02 ~ 1972.10.17
7Q05452E,위원회 경력,李基澤,P13,이기택,제8대,100008,제8대 재무위원회,1971.11.29 ~ 1971.12.02
7Q05452E,위원회 경력,李基澤,P13,이기택,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
7Q05452E,위원회 경력,李基澤,P13,이기택,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1971.11.29
S3C6715N,위원회 경력,李大雨,P13,이대우,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
4QJ8677M,위원회 경력,李道先,P13,이도선,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
4QJ8677M,위원회 경력,李道先,P13,이도선,제8대,100008,제8대 문교공보위원회,1971.10.29 ~ 1972.10.17
4QJ8677M,위원회 경력,李道先,P13,이도선,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
4QJ8677M,위원회 경력,李道先,P13,이도선,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1971.10.29
QAG4768Q,위원회 경력,李東元,P13,이동원,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.10.17
U4Z83433,위원회 경력,李炳玉,P13,이병옥,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
5416189B,위원회 경력,李炳主,P13,이병주,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
5416189B,위원회 경력,李炳主,P13,이병주,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
9VF7142D,위원회 경력,李秉禧,P13,이병희,제8대,100008,제8대 재무위원회,1972.10.13 ~ 1972.10.17
9VF7142D,위원회 경력,李秉禧,P13,이병희,제8대,100008,제8대 상공위원회,1972.10.07 ~ 1972.10.13
9VF7142D,위원회 경력,李秉禧,P13,이병희,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.07
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 국회운영위원회,1972.07.31 ~ 1972.10.17
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 국회운영위원회,1972.02.29 ~ 1972.07.31
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 보건사회위원회,1971.10.27 ~ 1972.10.17
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 상공위원회,1971.10.22 ~ 1971.10.27
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.01.20
2YK4834E,위원회 경력,李尙信,P13,이상신,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1971.10.22
3332113D,위원회 경력,李相翊,P13,이상익,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
20X97372,위원회 경력,李相祚,P13,이상조,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
XN13829J,위원회 경력,李世圭,P13,이세규,제8대,100008,제8대 국방위원회,1972.01.17 ~ 1972.10.17
XN13829J,위원회 경력,李世圭,P13,이세규,제8대,100008,제8대 법제사법위원회,1971.12.23 ~ 1972.01.17
XN13829J,위원회 경력,李世圭,P13,이세규,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1971.12.23
U3C62713,위원회 경력,李宇鉉,P13,이우현,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
U3C62713,위원회 경력,李宇鉉,P13,이우현,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
U3C62713,위원회 경력,李宇鉉,P13,이우현,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
FN94117C,위원회 경력,李允學,P13,이윤학,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
FN94117C,위원회 경력,李允學,P13,이윤학,제8대,100008,제8대 경제과학위원회,1971.07.28 ~ 1972.10.17
TLF32067,위원회 경력,李丁錫,P13,이정석,제8대,100008,제8대 법제사법위원회,1971.12.23 ~ 1972.10.17
TLF32067,위원회 경력,李丁錫,P13,이정석,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
TLF32067,위원회 경력,李丁錫,P13,이정석,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
TLF32067,위원회 경력,李丁錫,P13,이정석,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
JBW8805Y,위원회 경력,李玎雨,P13,이정우,제8대,100008,제8대 건설위원회,1971.07.28 ~ 1972.10.17
JBW8805Y,위원회 경력,李玎雨,P13,이정우,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1971.12.23
D8D7799M,위원회 경력,李鍾南,P13,이종남,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
8SF7520K,위원회 경력,李鍾雨,P13,이종우,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
TN53355N,위원회 경력,李重載,P13,이중재,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
TN53355N,위원회 경력,李重載,P13,이중재,제8대,100008,제8대 재무위원회,1971.12.02 ~ 1972.10.17
TN53355N,위원회 경력,李重載,P13,이중재,제8대,100008,제8대 교통체신위원회,1971.11.29 ~ 1971.12.02
TN53355N,위원회 경력,李重載,P13,이중재,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1971.11.29
6PV4212U,위원회 경력,李哲承,P13,이철승,제8대,100008,제8대 국방위원회,1972.02.29 ~ 1972.10.17
6PV4212U,위원회 경력,李哲承,P13,이철승,제8대,100008,제8대 상공위원회,1972.02.16 ~ 1972.02.29
6PV4212U,위원회 경력,李哲承,P13,이철승,제8대,100008,제8대 국방위원회,1972.01.17 ~ 1972.02.16
6PV4212U,위원회 경력,李哲承,P13,이철승,제8대,100008,제8대 경제과학위원회,1971.12.16 ~ 1972.01.17
6PV4212U,위원회 경력,李哲承,P13,이철승,제8대,100008,제8대 국방위원회,1971.07.28 ~ 1971.12.16
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 건설위원회,1972.07.31 ~ 1972.10.17
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 법제사법위원회,1972.01.17 ~ 1972.10.17
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 문교공보위원회,1972.01.17 ~ 1972.07.31
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 국방위원회,1971.12.20 ~ 1972.01.17
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 문교공보위원회,1971.07.30 ~ 1971.12.20
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1971.12.20
M4560586,위원회 경력,李宅敦,P13,이택돈,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1971.07.30
XSK35625,위원회 경력,李宅熙,P13,이택희,제8대,100008,제8대 내무위원회,1971.07.28 ~ 1972.10.17
9ON34148,위원회 경력,李鶴晩,P13,이학만,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1972.10.17
VMA7308Z,위원회 경력,李海浪,P13,이해랑,제8대,100008,제8대 문교공보위원회,1971.07.28 ~ 1972.10.17
Z9046403,위원회 경력,李海元,P13,이해원,제8대,100008,제8대 상공위원회,1971.10.28 ~ 1972.10.17
Z9046403,위원회 경력,李海元,P13,이해원,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
Z9046403,위원회 경력,李海元,P13,이해원,제8대,100008,제8대 외무위원회,1971.09.30 ~ 1971.10.28
Z9046403,위원회 경력,李海元,P13,이해원,제8대,100008,제8대 상공위원회,1971.07.28 ~ 1971.09.30
8Q55096U,위원회 경력,李亨雨,P13,이형우,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 국회운영위원회,1972.07.10 ~ 1972.08.30
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 농림위원회,1972.02.29 ~ 1972.10.17
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 국회운영위원회,1972.02.29 ~ 1972.07.06
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 내무위원회,1972.02.16 ~ 1972.02.29
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.02.16
5921380C,위원회 경력,林鍾基,P13,임종기,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.01.20
YV77221D,위원회 경력,任忠植,P13,임충식,제8대,100008,제8대 교통체신위원회,1972.09.26 ~ 1972.10.17
YV77221D,위원회 경력,任忠植,P13,임충식,제8대,100008,제8대 내무위원회,1972.09.18 ~ 1972.09.26
YV77221D,위원회 경력,任忠植,P13,임충식,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.09.18
2OJ1050R,위원회 경력,張坰淳,P13,장경순,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 재무위원회,1972.10.07 ~ 1972.10.17
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 외무위원회,1972.09.26 ~ 1972.10.07
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 건설위원회,1972.09.18 ~ 1972.09.26
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 경제의안정과성장에관한긴급명령심사특별위원회,1972.08.11 ~ 1972.09.09
IJ52036F,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 보건사회위원회,1971.12.02 ~ 1972.10.17
IJ52036F,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 재무위원회,1971.11.27 ~ 1971.12.02
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
ASP68936,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 외무위원회,1971.07.28 ~ 1972.09.18
IJ52036F,위원회 경력,張德鎭,P13,장덕진,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1971.11.27
6A488596,위원회 경력,張承台,P13,장승태,제8대,100008,제8대 교통체신위원회,1971.07.28 ~ 1972.10.17
NQQ8609M,위원회 경력,張榮淳,P13,장영순,제8대,100008,제8대 재무위원회,1971.07.28 ~ 1972.10.17
NQQ8609M,위원회 경력,張榮淳,P13,장영순,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1971.12.23
NQQ8609M,위원회 경력,張榮淳,P13,장영순,제8대,100008,제8대 국회상임위원회위원정수에관한규칙중개정안기초특별위원회,1971.07.27 ~ 1971.07.27
7Z16321D,위원회 경력,全綎九,P13,전정구,제8대,100008,제8대 보건사회위원회,1971.07.28 ~ 1972.10.17
7Z16321D,위원회 경력,全綎九,P13,전정구,제8대,100008,제8대 법제사법위원회,1971.07.28 ~ 1972.10.17
O9P4549S,위원회 경력,全烋相,P13,전휴상,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
WA69539J,위원회 경력,鄭幹鎔,P13,정간용,제8대,100008,제8대 예산결산특별위원회,1971.10.22 ~ 1971.12.02
WA69539J,위원회 경력,鄭幹鎔,P13,정간용,제8대,100008,제8대 농림위원회,1971.07.28 ~ 1972.10.17
WA69539J,위원회 경력,鄭幹鎔,P13,정간용,제8대,100008,제8대 국회운영위원회,1971.07.28 ~ 1972.10.17
